id,name,major,grade,department, undergraduate/junior_college
2020010198,20级小学教育(师范)3班,2020级小学教育(师范类),2020,教师教育学院,本科
2020010199,20级小学教育(师范)4班,2020级小学教育(师范类),2020,教师教育学院,本科
2020010200,20级信息管理与信息系统,2020级信息管理与信息系统,2020,计算机科学与工程学院,本科
2020010201,20级信息与计算科学,2020级信息与计算科学,2020,计算机科学与工程学院,本科
2020010202,20级英语(师范)1班,2020级英语(师范类),2020,外国语学院,本科
2020010203,20级英语(师范)2班,2020级英语(师范类),2020,外国语学院,本科
2020010204,20级英语(师范)3班,2020级英语(师范类),2020,外国语学院,本科
2020010205,20级英语1班,2020级英语,2020,外国语学院,本科
2020010206,20级英语2班,2020级英语,2020,外国语学院,本科
2020010207,20级英语3班,2020级英语,2020,外国语学院,本科
2020010208,20级英语4班,2020级英语,2020,外国语学院,本科
2020010209,20级运动人体科学,2020级运动人体科学,2020,体育与健康学院,本科
2020010210,20级植物生产类1班,2020级植物生产类,2020,环境与化学工程学院,本科
2020010211,20级植物生产类2班,2020级植物生产类,2020,环境与化学工程学院,本科
2020010212,20级智能科学与技术,2020级给排水科学与工程,2020,环境与化学工程学院,本科
